Freq.	V(out_fs)
1.28233058265602e+00	(-8.78971067788256e+01dB,8.99999849014792e+01°)
1.28528665994361e+00	(-8.78771067788256e+01dB,8.99999848666736e+01°)
1.28824955169313e+00	(-8.78571067788256e+01dB,8.99999848317876e+01°)
1.29121927361353e+00	(-8.78371067788256e+01dB,8.99999847968213e+01°)
1.29419584144998e+00	(-8.78171067788256e+01dB,8.99999847617743e+01°)
1.29717927098395e+00	(-8.77971067788256e+01dB,8.99999847266466e+01°)
1.30016957803328e+00	(-8.77771067788256e+01dB,8.99999846914379e+01°)
1.30316677845229e+00	(-8.77571067788256e+01dB,8.99999846561480e+01°)
1.30617088813183e+00	(-8.77371067788256e+01dB,8.99999846207768e+01°)
1.30918192299940e+00	(-8.77171067788256e+01dB,8.99999845853240e+01°)
1.31219989901920e+00	(-8.76971067788256e+01dB,8.99999845497895e+01°)
1.31522483219223e+00	(-8.76771067788256e+01dB,8.99999845141731e+01°)
1.31825673855640e+00	(-8.76571067788256e+01dB,8.99999844784746e+01°)
1.32129563418657e+00	(-8.76371067788256e+01dB,8.99999844426938e+01°)
1.32434153519466e+00	(-8.76171067788256e+01dB,8.99999844068305e+01°)
1.32739445772973e+00	(-8.75971067788256e+01dB,8.99999843708845e+01°)
1.33045441797808e+00	(-8.75771067788256e+01dB,8.99999843348557e+01°)
1.33352143216332e+00	(-8.75571067788256e+01dB,8.99999842987438e+01°)
1.33659551654643e+00	(-8.75371067788256e+01dB,8.99999842625487e+01°)
1.33967668742593e+00	(-8.75171067788256e+01dB,8.99999842262701e+01°)
1.34276496113786e+00	(-8.74971067788256e+01dB,8.99999841899079e+01°)
1.34586035405594e+00	(-8.74771067788256e+01dB,8.99999841534619e+01°)
1.34896288259164e+00	(-8.74571067788256e+01dB,8.99999841169318e+01°)
1.35207256319427e+00	(-8.74371067788256e+01dB,8.99999840803176e+01°)
1.35518941235103e+00	(-8.74171067788256e+01dB,8.99999840436189e+01°)
1.35831344658715e+00	(-8.73971067788256e+01dB,8.99999840068356e+01°)
1.36144468246594e+00	(-8.73771067788256e+01dB,8.99999839699676e+01°)
1.36458313658892e+00	(-8.73571067788256e+01dB,8.99999839330145e+01°)
1.36772882559584e+00	(-8.73371067788256e+01dB,8.99999838959763e+01°)
1.37088176616484e+00	(-8.73171067788256e+01dB,8.99999838588527e+01°)
1.37404197501251e+00	(-8.72971067788256e+01dB,8.99999838216435e+01°)
1.37720946889394e+00	(-8.72771067788256e+01dB,8.99999837843486e+01°)
1.38038426460288e+00	(-8.72571067788256e+01dB,8.99999837469676e+01°)
1.38356637897177e+00	(-8.72371067788256e+01dB,8.99999837095005e+01°)
1.38675582887188e+00	(-8.72171067788256e+01dB,8.99999836719470e+01°)
1.38995263121334e+00	(-8.71971067788256e+01dB,8.99999836343070e+01°)
1.39315680294529e+00	(-8.71771067788256e+01dB,8.99999835965802e+01°)
1.39636836105593e+00	(-8.71571067788256e+01dB,8.99999835587664e+01°)
1.39958732257261e+00	(-8.71371067788256e+01dB,8.99999835208654e+01°)
1.40281370456195e+00	(-8.71171067788256e+01dB,8.99999834828771e+01°)
1.40604752412990e+00	(-8.70971067788256e+01dB,8.99999834448012e+01°)
1.40928879842186e+00	(-8.70771067788256e+01dB,8.99999834066375e+01°)
1.41253754462274e+00	(-8.70571067788256e+01dB,8.99999833683859e+01°)
1.41579377995707e+00	(-8.70371067788256e+01dB,8.99999833300460e+01°)
1.41905752168908e+00	(-8.70171067788256e+01dB,8.99999832916178e+01°)
1.42232878712281e+00	(-8.69971067788256e+01dB,8.99999832531010e+01°)
1.42560759360218e+00	(-8.69771067788256e+01dB,8.99999832144954e+01°)
1.42889395851109e+00	(-8.69571067788256e+01dB,8.99999831758008e+01°)
1.43218789927353e+00	(-8.69371067788256e+01dB,8.99999831370171e+01°)
1.43548943335364e+00	(-8.69171067788256e+01dB,8.99999830981439e+01°)
1.43879857825583e+00	(-8.68971067788256e+01dB,8.99999830591811e+01°)
1.44211535152486e+00	(-8.68771067788256e+01dB,8.99999830201284e+01°)
1.44543977074592e+00	(-8.68571067788256e+01dB,8.99999829809858e+01°)
1.44877185354475e+00	(-8.68371067788256e+01dB,8.99999829417529e+01°)
1.45211161758773e+00	(-8.68171067788256e+01dB,8.99999829024296e+01°)
1.45545908058195e+00	(-8.67971067788256e+01dB,8.99999828630156e+01°)
1.45881426027534e+00	(-8.67771067788256e+01dB,8.99999828235108e+01°)
1.46217717445671e+00	(-8.67571067788256e+01dB,8.99999827839149e+01°)
1.46554784095590e+00	(-8.67371067788256e+01dB,8.99999827442277e+01°)
1.46892627764385e+00	(-8.67171067788256e+01dB,8.99999827044491e+01°)
1.47231250243271e+00	(-8.66971067788256e+01dB,8.99999826645787e+01°)
1.47570653327588e+00	(-8.66771067788256e+01dB,8.99999826246164e+01°)
1.47910838816819e+00	(-8.66571067788256e+01dB,8.99999825845620e+01°)
1.48251808514594e+00	(-8.66371067788256e+01dB,8.99999825444153e+01°)
1.48593564228699e+00	(-8.66171067788256e+01dB,8.99999825041760e+01°)
1.48936107771090e+00	(-8.65971067788256e+01dB,8.99999824638440e+01°)
1.49279440957898e+00	(-8.65771067788256e+01dB,8.99999824234190e+01°)
