Frequency [Hz], Amplitude [dB], Phase [deg]
10116644.238584183, 48.777107, 220.128937
10405301.688316537, 50.013115, 233.211472
10702195.379367745, 52.750347, 212.651459
11007560.315792354, 50.017532, 234.047668
11321638.206997942, 51.718086, 212.891617
11644677.65906844, 50.757519, 231.11615
11976934.37154649, 52.16465, 219.482254
12318671.33983057, 52.104988, 217.061325
12670159.063347094, 53.224174, 208.613434
13031675.759662282, 53.38369, 238.428177
13403507.58470323, 53.458168, 216.229401
13785948.859262682, 54.925621, 233.395142
14179302.30196636, 57.368603, 222.830078
14583879.268887803, 54.513783, 226.149445
15000000.000000004, 56.578461, 237.906403
