Freq.	V(out_fs)
1.34586035405594e+05	(-7.47678180978929e+00dB,-9.07364676908210e+01°)
1.34896288259164e+05	(-7.45678075103005e+00dB,-9.07381656064030e+01°)
1.35207256319427e+05	(-7.43677968738573e+00dB,-9.07398674373477e+01°)
1.35518941235103e+05	(-7.41677861883379e+00dB,-9.07415731926897e+01°)
1.35831344658714e+05	(-7.39677754535160e+00dB,-9.07432828814845e+01°)
1.36144468246594e+05	(-7.37677646691643e+00dB,-9.07449965128085e+01°)
1.36458313658891e+05	(-7.35677538350543e+00dB,-9.07467140957591e+01°)
1.36772882559584e+05	(-7.33677429509564e+00dB,-9.07484356394548e+01°)
1.37088176616484e+05	(-7.31677320166401e+00dB,-9.07501611530350e+01°)
1.37404197501251e+05	(-7.29677210318740e+00dB,-9.07518906456605e+01°)
1.37720946889394e+05	(-7.27677099964251e+00dB,-9.07536241265131e+01°)
1.38038426460288e+05	(-7.25676989100598e+00dB,-9.07553616047958e+01°)
1.38356637897177e+05	(-7.23676877725434e+00dB,-9.07571030897330e+01°)
1.38675582887188e+05	(-7.21676765836398e+00dB,-9.07588485905703e+01°)
1.38995263121334e+05	(-7.19676653431121e+00dB,-9.07605981165748e+01°)
1.39315680294529e+05	(-7.17676540507222e+00dB,-9.07623516770351e+01°)
1.39636836105593e+05	(-7.15676427062309e+00dB,-9.07641092812609e+01°)
1.39958732257261e+05	(-7.13676313093979e+00dB,-9.07658709385839e+01°)
1.40281370456195e+05	(-7.11676198599818e+00dB,-9.07676366583571e+01°)
1.40604752412990e+05	(-7.09676083577403e+00dB,-9.07694064499552e+01°)
1.40928879842186e+05	(-7.07675968024294e+00dB,-9.07711803227746e+01°)
1.41253754462274e+05	(-7.05675851938047e+00dB,-9.07729582862333e+01°)
1.41579377995707e+05	(-7.03675735316201e+00dB,-9.07747403497712e+01°)
1.41905752168908e+05	(-7.01675618156286e+00dB,-9.07765265228502e+01°)
1.42232878712281e+05	(-6.99675500455823e+00dB,-9.07783168149536e+01°)
1.42560759360218e+05	(-6.97675382212316e+00dB,-9.07801112355871e+01°)
1.42889395851109e+05	(-6.95675263423262e+00dB,-9.07819097942782e+01°)
1.43218789927353e+05	(-6.93675144086146e+00dB,-9.07837125005764e+01°)
1.43548943335364e+05	(-6.91675024198439e+00dB,-9.07855193640533e+01°)
1.43879857825583e+05	(-6.89674903757603e+00dB,-9.07873303943028e+01°)
1.44211535152486e+05	(-6.87674782761087e+00dB,-9.07891456009407e+01°)
1.44543977074592e+05	(-6.85674661206327e+00dB,-9.07909649936053e+01°)
1.44877185354475e+05	(-6.83674539090751e+00dB,-9.07927885819570e+01°)
1.45211161758773e+05	(-6.81674416411770e+00dB,-9.07946163756786e+01°)
1.45545908058195e+05	(-6.79674293166787e+00dB,-9.07964483844755e+01°)
1.45881426027534e+05	(-6.77674169353193e+00dB,-9.07982846180752e+01°)
1.46217717445671e+05	(-6.75674044968364e+00dB,-9.08001250862279e+01°)
1.46554784095590e+05	(-6.73673920009668e+00dB,-9.08019697987064e+01°)
1.46892627764385e+05	(-6.71673794474456e+00dB,-9.08038187653060e+01°)
1.47231250243271e+05	(-6.69673668360071e+00dB,-9.08056719958447e+01°)
1.47570653327588e+05	(-6.67673541663842e+00dB,-9.08075295001632e+01°)
1.47910838816820e+05	(-6.65673414383086e+00dB,-9.08093912881248e+01°)
1.48251808514594e+05	(-6.63673286515106e+00dB,-9.08112573696160e+01°)
1.48593564228699e+05	(-6.61673158057196e+00dB,-9.08131277545459e+01°)
1.48936107771090e+05	(-6.59673029006634e+00dB,-9.08150024528465e+01°)
1.49279440957898e+05	(-6.57672899360689e+00dB,-9.08168814744729e+01°)
1.49623565609442e+05	(-6.55672769116614e+00dB,-9.08187648294032e+01°)
1.49968483550236e+05	(-6.53672638271651e+00dB,-9.08206525276385e+01°)
1.50314196609001e+05	(-6.51672506823029e+00dB,-9.08225445792031e+01°)
1.50660706618673e+05	(-6.49672374767965e+00dB,-9.08244409941445e+01°)
1.51008015416414e+05	(-6.47672242103662e+00dB,-9.08263417825335e+01°)
1.51356124843619e+05	(-6.45672108827312e+00dB,-9.08282469544640e+01°)
1.51705036745932e+05	(-6.43671974936091e+00dB,-9.08301565200536e+01°)
1.52054752973248e+05	(-6.41671840427164e+00dB,-9.08320704894429e+01°)
1.52405275379728e+05	(-6.39671705297683e+00dB,-9.08339888727962e+01°)
1.52756605823806e+05	(-6.37671569544786e+00dB,-9.08359116803014e+01°)
1.53108746168202e+05	(-6.35671433165600e+00dB,-9.08378389221696e+01°)
1.53461698279928e+05	(-6.33671296157235e+00dB,-9.08397706086360e+01°)
1.53815464030302e+05	(-6.31671158516791e+00dB,-9.08417067499592e+01°)
1.54170045294954e+05	(-6.29671020241353e+00dB,-9.08436473564216e+01°)
1.54525443953840e+05	(-6.27670881327994e+00dB,-9.08455924383294e+01°)
1.54881661891247e+05	(-6.25670741773771e+00dB,-9.08475420060125e+01°)
1.55238700995807e+05	(-6.23670601575730e+00dB,-9.08494960698250e+01°)
1.55596563160506e+05	(-6.21670460730902e+00dB,-9.08514546401448e+01°)
1.55955250282694e+05	(-6.19670319236305e+00dB,-9.08534177273737e+01°)
1.56314764264094e+05	(-6.17670177088942e+00dB,-9.08553853419377e+01°)
1.56675107010813e+05	(-6.15670034285805e+00dB,-9.08573574942870e+01°)
1.57036280433354e+05	(-6.13669890823868e+00dB,-9.08593341948959e+01°)
1.57398286446620e+05	(-6.11669746700095e+00dB,-9.08613154542628e+01°)
1.57761126969933e+05	(-6.09669601911434e+00dB,-9.08633012829107e+01°)
1.58124803927037e+05	(-6.07669456454819e+00dB,-9.08652916913866e+01°)
1.58489319246110e+05	(-6.05669310327171e+00dB,-9.08672866902623e+01°)
1.58854674859776e+05	(-6.03669163525395e+00dB,-9.08692862901338e+01°)
1.59220872705115e+05	(-6.01669016046384e+00dB,-9.08712905016217e+01°)
1.59587914723672e+05	(-5.99668867887014e+00dB,-9.08732993353710e+01°)
1.59955802861465e+05	(-5.97668719044149e+00dB,-9.08753128020518e+01°)
1.60324539069002e+05	(-5.95668569514637e+00dB,-9.08773309123583e+01°)
1.60694125301286e+05	(-5.93668419295313e+00dB,-9.08793536770100e+01°)
1.61064563517825e+05	(-5.91668268382995e+00dB,-9.08813811067509e+01°)
1.61435855682647e+05	(-5.89668116774489e+00dB,-9.08834132123498e+01°)
1.61808003764305e+05	(-5.87667964466586e+00dB,-9.08854500046008e+01°)
1.62181009735891e+05	(-5.85667811456060e+00dB,-9.08874914943226e+01°)
1.62554875575047e+05	(-5.83667657739672e+00dB,-9.08895376923592e+01°)
1.62929603263970e+05	(-5.81667503314167e+00dB,-9.08915886095795e+01°)
1.63305194789432e+05	(-5.79667348176277e+00dB,-9.08936442568776e+01°)
1.63681652142779e+05	(-5.77667192322717e+00dB,-9.08957046451731e+01°)
1.64058977319952e+05	(-5.75667035750187e+00dB,-9.08977697854105e+01°)
1.64437172321491e+05	(-5.73666878455371e+00dB,-9.08998396885599e+01°)
1.64816239152549e+05	(-5.71666720434942e+00dB,-9.09019143656166e+01°)
1.65196179822900e+05	(-5.69666561685553e+00dB,-9.09039938276015e+01°)
1.65576996346951e+05	(-5.67666402203843e+00dB,-9.09060780855609e+01°)
1.65958690743754e+05	(-5.65666241986436e+00dB,-9.09081671505668e+01°)
1.66341265037015e+05	(-5.63666081029940e+00dB,-9.09102610337168e+01°)
1.66724721255104e+05	(-5.61665919330948e+00dB,-9.09123597461341e+01°)
1.67109061431069e+05	(-5.59665756886038e+00dB,-9.09144632989678e+01°)
1.67494287602642e+05	(-5.57665593691769e+00dB,-9.09165717033926e+01°)
1.67880401812254e+05	(-5.55665429744687e+00dB,-9.09186849706095e+01°)
1.68267406107045e+05	(-5.53665265041323e+00dB,-9.09208031118448e+01°)
1.68655302538872e+05	(-5.51665099578188e+00dB,-9.09229261383514e+01°)
1.69044093164324e+05	(-5.49664933351781e+00dB,-9.09250540614079e+01°)
1.69433780044731e+05	(-5.47664766358583e+00dB,-9.09271868923192e+01°)
1.69824365246172e+05	(-5.45664598595059e+00dB,-9.09293246424162e+01°)
1.70215850839493e+05	(-5.43664430057657e+00dB,-9.09314673230562e+01°)
1.70608238900310e+05	(-5.41664260742810e+00dB,-9.09336149456228e+01°)
1.71001531509027e+05	(-5.39664090646935e+00dB,-9.09357675215258e+01°)
1.71395730750840e+05	(-5.37663919766430e+00dB,-9.09379250622015e+01°)
1.71790838715757e+05	(-5.35663748097678e+00dB,-9.09400875791128e+01°)
1.72186857498599e+05	(-5.33663575637046e+00dB,-9.09422550837491e+01°)
1.72583789199018e+05	(-5.31663402380883e+00dB,-9.09444275876263e+01°)
